Profile;Social network;Likes per post;Average;Profile-ID;Link;Image Link;
"Convênios OABRJ / CAARJ";INSTAGRAM;101.60264900662254;138.60806348441605;5735138062_SECOND_TIME;https://app.fanpagekarma.com/discovery/INSTAGRAM/5735138062;https://scontent-ord5-3.xx.fbcdn.net/v/t51.82787-15/544957970_18401912092186063_1316991265817595746_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=7d201b&_nc_eui2=AeEkRI1j-dNTXafzhoqouzzovLa0_s7S5nm8trT-ztLmef_xFN5LKA-FCZAfBfc1B40RKrshLbVyXRYwK2M833I6&_nc_ohc=kgCnc9h5iYQQ7kNvwF2zkO0&_nc_oc=AdmjmTTY3R8HJ8BO15lKjzpMnwOK8srkDol_gnvziHElrW0ayuIIUmqBWeXGuQ7DKJE&_nc_zt=23&_nc_ht=scontent-ord5-3.xx&edm=AL-3X8kEAAAA&_nc_gid=FZcFpK7WxdueE1F2GetHsw&oh=00_Afy9Fh-UP6sPALi2aPMY0X0t1HUYyaFABsawEkEXRweS-w&oe=69B0913C;
"CAACE";INSTAGRAM;99.89295774647887;138.60806348441605;17841403474246557_SECOND_TIME;https://app.fanpagekarma.com/discovery/INSTAGRAM/17841403474246557;https://scontent-ord5-1.xx.fbcdn.net/v/t51.2885-15/468874958_1254605275755960_6431499378945190253_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=7d201b&_nc_ohc=Jemy0rQBaMMQ7kNvwGKsN6D&_nc_oc=AdmTvDjzTF619Pry8b5pyNUmfy3nGY5Nkc0m-KCZtE6STAO3KRfcivo6eEjQlv2I21g&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&edm=AL-3X8kEAAAA&oh=00_Afzmd97E3OazwCX4y38SRbRKig1O-QbApGd5uQlstx_WqA&oe=69B0A148;
"CAA/DF - Caixa de Assistência dos Advogados do DF";INSTAGRAM;88.41888619854721;138.60806348441605;4836964654_SECOND_TIME;https://app.fanpagekarma.com/discovery/INSTAGRAM/4836964654;https://scontent-ord5-3.xx.fbcdn.net/v/t51.82787-15/610878061_18356570050164655_2674952024627833758_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=7d201b&_nc_ohc=RSDYETAGulEQ7kNvwFhimgj&_nc_oc=Adn9QOf0jTHAJVISIzQn_alvIQNmprlABMG3Dbt-H69sXqvlwwX4KvRiGXa-6CSm6f8&_nc_zt=23&_nc_ht=scontent-ord5-3.xx&edm=AL-3X8kEAAAA&_nc_gid=nqQKpD4LJb8oECDlgfQn2w&oh=00_AfxW9lqehifxa2lxDYc3jdOnPdYGb-RRi6NeNMStwbDlJA&oe=69B09B70;
"CAARN - OAB/RN";INSTAGRAM;74.38012958963284;138.60806348441605;17841401683966099_SECOND_TIME;https://app.fanpagekarma.com/discovery/INSTAGRAM/17841401683966099;https://scontent-ord5-2.xx.fbcdn.net/v/t51.82787-15/642646431_18565359571056133_8140807864630340008_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=7d201b&_nc_ohc=AHgoOS26nIQQ7kNvwFb-mB0&_nc_oc=AdkBDMPWp1kRmm5aqONvS7EZIsSIo6C6qIZv7LuDiOGEzDGYnli9rT2L9Q9JxPsVCCo&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&edm=AL-3X8kEAAAA&_nc_gid=l3iNpvP48sV5pwFuYh_9oQ&oh=00_Afy7mh3K-CD3QzXASktgtQxhWe10t4_PZzWLpvrlLi2QMw&oe=69B083AE;
"Caixa dos Advogados do Paraná";INSTAGRAM;73.62333333333333;138.60806348441605;17841417521683352_SECOND_TIME;https://app.fanpagekarma.com/discovery/INSTAGRAM/17841417521683352;https://scontent-ord5-1.xx.fbcdn.net/v/t51.82787-15/611655807_18117432103584057_3178003929598860642_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=7d201b&_nc_ohc=1VQyNNX8TWYQ7kNvwGObvEx&_nc_oc=Admpr1CeABtzQCqFAoDgswLP6EabBrxyobnGtDPfxxCmJzKBVnFi3SSySmUrqSfenyc&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&edm=AL-3X8kEAAAA&_nc_gid=klsnZR7acXKl3QrBRhFCww&oh=00_AfyHIBDS11LhPjj83bDlh8DvVy6Cs2oqDeDaUjjAHv5J8g&oe=69B0866A;
"CAAAP";INSTAGRAM;69.43816254416961;138.60806348441605;17841405709922978_SECOND_TIME;https://app.fanpagekarma.com/discovery/INSTAGRAM/17841405709922978;https://scontent-ord5-3.xx.fbcdn.net/v/t51.82787-15/645984304_18423942334190331_3970968356605320319_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=7d201b&_nc_eui2=AeGRPMYXM9RVIwD8Sy5YuIj79khfTbY0t_v2SF9NtjS3-386bfpCmHu8w3hJQbTnbSAwZOP2k5k9uOnCZUKU_Upx&_nc_ohc=_4stwfvzd0IQ7kNvwGjqMBg&_nc_oc=AdkDwduOa520fudhzmCBI6-XmXHA_a2KJfJ90vfubVfDR8O2JDwh5zlSIYbgfJ5wr0Y&_nc_zt=23&_nc_ht=scontent-ord5-3.xx&edm=AL-3X8kEAAAA&_nc_gid=uIrR0gAuCVVqhFgyXk4f1A&oh=00_AfzMI1bpJlURU71gA0UpW_BRoOttCmz_cIi5Q6yUUq6ACw&oe=69B08A48;
"CAIXA DE ASSISTÊNCIA DA ADVOCACIA DO PIAUÍ";INSTAGRAM;67.4088669950739;138.60806348441605;413242459_SECOND_TIME;https://app.fanpagekarma.com/discovery/INSTAGRAM/413242459;https://scontent-ord5-3.xx.fbcdn.net/v/t51.82787-15/572265352_18538399021058460_2322562388138490975_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=7d201b&_nc_ohc=FA0hKnjmv2oQ7kNvwEMIo8B&_nc_oc=Adm20xe6Qjx5yfc68G-jFNnmbXvdOBCkSjL7Vcx7GHOsE92R8GiFC-Ti-3Km5Rd-_hM&_nc_zt=23&_nc_ht=scontent-ord5-3.xx&edm=AL-3X8kEAAAA&_nc_gid=rDKCJedp6ExraRBE5iOMEQ&oh=00_Afx94kT_Je75ado8kUmduRGSUyPf-KERsUXuIJcu8-CDOQ&oe=69B09624;
"CASAG";INSTAGRAM;66.86435786435777;138.60806348441605;1663978299_SECOND_TIME;https://app.fanpagekarma.com/discovery/INSTAGRAM/1663978299;https://scontent-ord5-1.xx.fbcdn.net/v/t51.82787-15/541557516_18520671196042300_71846773000358571_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=7d201b&_nc_ohc=ueNODX4mCHwQ7kNvwFb3_4f&_nc_oc=AdmcDqR7tKY785Tg9dXtRy3y6P0AK-jTuSunOXjql5Ts2rAZf2Z41GYqXtUL6NLher8&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&edm=AL-3X8kEAAAA&_nc_gid=LB-k59Y4QlXHxLhJ7MUenQ&oh=00_AfzKFGxrGf1_I35NUjKcJEhe7SfH5Jdpkx4M3ljqPBDqrg&oe=69B09A44;
"CAAMA | OAB-MA";INSTAGRAM;59.57843137254901;138.60806348441605;3514659890_SECOND_TIME;https://app.fanpagekarma.com/discovery/INSTAGRAM/3514659890;https://scontent-ord5-2.xx.fbcdn.net/v/t51.82787-15/643600985_18437488189115891_283843150247240946_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=7d201b&_nc_ohc=NtKSuK3jaBwQ7kNvwFDo1-z&_nc_oc=AdndpT4UCoBeGEzT6ihC9jOkyJOOkji-2mSD0LoUYbAYxpJ_36WIojlQnO0RNTnGx3o&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&edm=AL-3X8kEAAAA&_nc_gid=vCd7kJ85gAS1QTDk-0Eqcg&oh=00_AfzS-gbymt-WSyBz5HInoEr3A7WC5r93tNIuWUAGdRdSvQ&oe=69B0A8C6;
"CAA | OAB/RR";INSTAGRAM;52.12068965517241;138.60806348441605;2165606833_SECOND_TIME;https://app.fanpagekarma.com/discovery/INSTAGRAM/2165606833;https://scontent-ord5-1.xx.fbcdn.net/v/t51.75761-15/505152583_18466589305078834_4082060051784613291_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=7d201b&_nc_ohc=tA1jO2wY16IQ7kNvwFb6azp&_nc_oc=AdkxGIE-Zq2j7YUzbVahCvZs9iEuVp4K_WTzbdKqjkmutxtcRdX1TuEAeotHT8teKiI&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&edm=AL-3X8kEAAAA&_nc_gid=Ip1cJ_3SHdy0Tu2FASS86A&oh=00_AfyXkdARJHrlhBuAtV5YCFbKyVWs8H4dwH4dNBwe1je-tQ&oe=69B0839C;
"Caixa de Assistência dos Advogados de Alagoas";INSTAGRAM;43.33173076923078;138.60806348441605;17841402026705777_SECOND_TIME;https://app.fanpagekarma.com/discovery/INSTAGRAM/17841402026705777;https://scontent-ord5-1.xx.fbcdn.net/v/t51.2885-15/397429085_1461062208006664_5097015542320964852_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=7d201b&_nc_eui2=AeERDrtE0hRrJS4zOO5S4NPm4fyyIp5DSFvh_LIinkNIW8Wg7GQjFlAaLxP4Ck9j3d8&_nc_ohc=Et3keCOQH3kQ7kNvwFWjAs2&_nc_oc=AdnKUtZJ_SDOZSX9BQF8PNduNj6pTEQfrodP5HMRFqyX1fAgIEKxclvDpJqASZznMGI&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&edm=AL-3X8kEAAAA&oh=00_AfwFnu4dcwXQiyoYITMg9v5q1RBuCBHmcbKsvKhpIHLjcw&oe=69B0A150;
